位置,子分類,代號,名稱
上游,物聯網安全,2480,敦陽科
上游,物聯網安全,3029,零壹
上游,物聯網安全,6112,邁達特
上游,物聯網安全,6183,關貿
上游,物聯網安全,7765,中華資安
上游,物聯網安全,9917,中保科
上游,物聯網安全,6163,華電網
上游,物聯網安全,6218,豪勉
上游,物聯網安全,6263,普萊德
上游,物聯網安全,6690,安碁資訊
上游,物聯網安全,6752,叡揚
上游,物聯網安全,6865,偉康科技
上游,物聯網安全,7714,創泓科技
上游,物聯網安全,7747,昕奇雲端
上游,物聯網安全,8272,全景軟體
上游,物聯網安全,7781,昕力資*
上游,物聯網安全,7503,自由系統
上游,物聯網安全,7693,全球系統
上游,物聯網安全,,Entrust
上游,物聯網安全,INTC,英特爾
上游,物聯網安全,PANW,Palo Alto Networks
上游,端點安全防護,2471,資通
上游,端點安全防護,2480,敦陽科
上游,端點安全防護,3029,零壹
上游,端點安全防護,6112,邁達特
上游,端點安全防護,6183,關貿
上游,端點安全防護,7765,中華資安
上游,端點安全防護,9917,中保科
上游,端點安全防護,6163,華電網
上游,端點安全防護,6218,豪勉
上游,端點安全防護,6462,神盾
上游,端點安全防護,6690,安碁資訊
上游,端點安全防護,6697,東捷資訊
上游,端點安全防護,6752,叡揚
上游,端點安全防護,6865,偉康科技
上游,端點安全防護,7714,創泓科技
上游,端點安全防護,7747,昕奇雲端
上游,端點安全防護,8272,全景軟體
上游,端點安全防護,6868,采威國際
上游,端點安全防護,6938,藍新資訊
上游,端點安全防護,7781,昕力資*
上游,端點安全防護,7785,北祥科服
上游,端點安全防護,7885,宏羚
上游,端點安全防護,7503,自由系統
上游,端點安全防護,7587,環球睿視
上游,端點安全防護,7693,全球系統
上游,端點安全防護,CRWD,CrowdStrike
上游,端點安全防護,,國際商業機器股份有限公司
上游,端點安全防護,,邁克菲
上游,端點安全防護,MSFT,微軟
上游,端點安全防護,OKTA,Okta
上游,端點安全防護,4704.T,趨勢科技
上游,身分認證與訪問管理,2480,敦陽科
上游,身分認證與訪問管理,3029,零壹
上游,身分認證與訪問管理,6112,邁達特
上游,身分認證與訪問管理,6183,關貿
上游,身分認證與訪問管理,6614,資拓宏宇
上游,身分認證與訪問管理,7765,中華資安
上游,身分認證與訪問管理,6218,豪勉
上游,身分認證與訪問管理,6462,神盾
上游,身分認證與訪問管理,6690,安碁資訊
上游,身分認證與訪問管理,6752,叡揚
上游,身分認證與訪問管理,6865,偉康科技
上游,身分認證與訪問管理,7714,創泓科技
上游,身分認證與訪問管理,7747,昕奇雲端
上游,身分認證與訪問管理,8272,全景軟體
上游,身分認證與訪問管理,8277,商丞
上游,身分認證與訪問管理,6563,映智
上游,身分認證與訪問管理,6938,藍新資訊
上游,身分認證與訪問管理,7781,昕力資*
上游,身分認證與訪問管理,7785,北祥科服
上游,身分認證與訪問管理,7868,聖育
上游,身分認證與訪問管理,7503,自由系統
上游,身分認證與訪問管理,7587,環球睿視
上游,身分認證與訪問管理,7693,全球系統
上游,身分認證與訪問管理,,國際商業機器股份有限公司
上游,身分認證與訪問管理,MSFT,微軟
上游,身分認證與訪問管理,OKTA,Okta
上游,行動安全,2480,敦陽科
上游,行動安全,3029,零壹
上游,行動安全,3704,合勤控
上游,行動安全,6112,邁達特
上游,行動安全,6183,關貿
上游,行動安全,7765,中華資安
上游,行動安全,6218,豪勉
上游,行動安全,6690,安碁資訊
上游,行動安全,6752,叡揚
上游,行動安全,6865,偉康科技
上游,行動安全,7714,創泓科技
上游,行動安全,8272,全景軟體
上游,行動安全,6938,藍新資訊
上游,行動安全,7781,昕力資*
上游,行動安全,7785,北祥科服
上游,行動安全,8298,威睿
上游,行動安全,7503,自由系統
上游,行動安全,7587,環球睿視
上游,行動安全,7693,全球系統
上游,行動安全,CRWD,CrowdStrike
上游,行動安全,MSFT,微軟
上游,行動安全,4704.T,趨勢科技
上游,資安防護能力分析與鑑識服務,2480,敦陽科
上游,資安防護能力分析與鑑識服務,3029,零壹
上游,資安防護能力分析與鑑識服務,6112,邁達特
上游,資安防護能力分析與鑑識服務,6183,關貿
上游,資安防護能力分析與鑑識服務,6614,資拓宏宇
上游,資安防護能力分析與鑑識服務,7765,中華資安
上游,資安防護能力分析與鑑識服務,9917,中保科
上游,資安防護能力分析與鑑識服務,6163,華電網
上游,資安防護能力分析與鑑識服務,6690,安碁資訊
上游,資安防護能力分析與鑑識服務,6697,東捷資訊
上游,資安防護能力分析與鑑識服務,6752,叡揚
上游,資安防護能力分析與鑑識服務,6865,偉康科技
上游,資安防護能力分析與鑑識服務,7714,創泓科技
上游,資安防護能力分析與鑑識服務,6938,藍新資訊
上游,資安防護能力分析與鑑識服務,7785,北祥科服
上游,資安防護能力分析與鑑識服務,7826,極風雲創
上游,資安防護能力分析與鑑識服務,7834,來毅數位
上游,資安防護能力分析與鑑識服務,8298,威睿
上游,資安防護能力分析與鑑識服務,7503,自由系統
上游,資安防護能力分析與鑑識服務,7693,全球系統
上游,資安防護能力分析與鑑識服務,FTNT,Fortinet
上游,資安防護能力分析與鑑識服務,,國際商業機器股份有限公司
上游,資安防護能力分析與鑑識服務,,Mandiant
上游,資安營運管理服務,2352,佳世達
上游,資安營運管理服務,3029,零壹
上游,資安營運管理服務,6112,邁達特
上游,資安營運管理服務,6183,關貿
上游,資安營運管理服務,7765,中華資安
上游,資安營運管理服務,9917,中保科
上游,資安營運管理服務,6690,安碁資訊
上游,資安營運管理服務,6697,東捷資訊
上游,資安營運管理服務,6752,叡揚
上游,資安營運管理服務,6865,偉康科技
上游,資安營運管理服務,7714,創泓科技
上游,資安營運管理服務,6868,采威國際
上游,資安營運管理服務,7781,昕力資*
上游,資安營運管理服務,7785,北祥科服
上游,資安營運管理服務,7826,極風雲創
上游,資安營運管理服務,7834,來毅數位
上游,資安營運管理服務,7503,自由系統
上游,資安營運管理服務,7587,環球睿視
上游,資安營運管理服務,7693,全球系統
上游,資安營運管理服務,PANW,Palo Alto Networks
上游,資安營運管理服務,4704.T,趨勢科技
上游,資安營運管理服務,ZS,Zscaler
上游,資安顧問服務,2453,凌群
上游,資安顧問服務,2480,敦陽科
上游,資安顧問服務,3029,零壹
上游,資安顧問服務,6112,邁達特
上游,資安顧問服務,6183,關貿
上游,資安顧問服務,6614,資拓宏宇
上游,資安顧問服務,6689,伊雲谷
上游,資安顧問服務,7765,中華資安
上游,資安顧問服務,9917,中保科
上游,資安顧問服務,6163,華電網
上游,資安顧問服務,6690,安碁資訊
上游,資安顧問服務,6697,東捷資訊
上游,資安顧問服務,6752,叡揚
上游,資安顧問服務,6865,偉康科技
上游,資安顧問服務,7714,創泓科技
上游,資安顧問服務,7747,昕奇雲端
上游,資安顧問服務,7785,北祥科服
上游,資安顧問服務,7826,極風雲創
上游,資安顧問服務,7834,來毅數位
上游,資安顧問服務,7503,自由系統
上游,資安顧問服務,7587,環球睿視
上游,資安顧問服務,7693,全球系統
上游,資安顧問服務,,博思艾倫漢密爾頓控股公司
上游,資安顧問服務,CSCO,思科系統
上游,資安顧問服務,,KPMG
